Question,A,B,C,D,Correct Option,Subject,GPT-3.5,GPT-4,Eval GPT-3.5,Eval GPT-4
"On February 1, a man dispatched the following letter to a mechanic:""My car has not been running very well lately. I'll pay you $275 if you will change the oil, replace the oil filter, and adjust the carburetors by February 10. ""The mechanic received the man's letter on February 3. That same day, he telephoned an auto supply company and ordered the necessary materials to perform the repair work. Two days later, the mechanic met the man at a party and this conversation took place:The man: ""Disregard the letter I sent you last week. ""The mechanic: ""No way, man, I already ordered the materials on from the auto supply company. ""The man: ""Sorry, but I sold my car yesterday, so forget the repair work. ""If the mechanic initiates suit for breach of contract, which of the following is the man's strongest argument that no enforceable contract was formed between the parties?",The mechanic had not completed performance before the man revoked his offer.,The man's offer could only be accepted by a return promise.,"Because the man made his offer by letter, the mechanic could accept only in the same manner.","Although the mechanic was preparing to perform the repair work, he had not begun the requested acts of acceptance when the man revoked his offer.",D,Law,A,A,0,0
"A college student initiated a criminal case against his former roommate, claiming the former roommate snuck in and removed his state-of-the-art home theater equipment from his house. The college student took the complaint papers that were approved by the prosecution and filed them with a magistrate court. An ongoing police investigation later determined, however, that the college student was a vengeful person not averse to creating stories, and that he and the former roommate had been arguing over several related issues. They also determined that he never had any quality sound or video equipment. The police dropped the prosecution, and the criminal case was dismissed at the preliminary hearing. When the former roommate filed a civil case against the college student alleging the tort of malicious prosecution, will evidence of the student's reputation for dishonesty be admissible and why?","Yes, because dishonesty at any time in the past is always relevant to a malicious prosecution complaint.","Yes, because even though character evidence is too collateral to be admitted for circumstantial evidence, it is admissible if it is directly at issue in the case.","Yes, because reputation evidence, just like most character evidence, is virtually always admissible.","Yes, because while most character evidence is not admissible, some is, and reputation evidence is always admissible.",B,Law,B,B,1,1
What is meant by an international organisation's implied powers?,Implied are those powers which are necessary in order for an organisation to carry out the tasks conferred upon it and which are not stipulated in its charter,It refers to new powers assumed unilaterally by the organisation,It refers to powers conferred upon the organisation by the international Community,Implied powers are those whose determination depends on an expansive interpretation of an organisation's charter,A,Law,A,A,1,1
"A motorcyclist was involved in a collision with a truck. The motorcyclist sued the truck driver in state court for damage to the motorcycle. The jury returned a verdict for the truck driver, and the court entered judgment. The motorcyclist then sued the company that employed the driver and owned the truck in federal court for personal-injury damages, and the company moved to dismiss based on the state-court judgment. If the court grants the company's motion, what is the likely explanation?",Claim preclusion (res judicata) bars the motorcyclist's action against the company.,Issue preclusion (collateral estoppel) establishes the company's lack of negligence.,The motorcyclist violated the doctrine of election of remedies.,The state-court judgment is the law of the case.,A,Law,A,A,1,1
"A 15 year-old minor who looks older than his years purchased a car from a private seller. The minor paid $2000 down and agreed to pay the remaining $4000 in installments over the next two years. The minor had to have the car for work because he had no other means of support. The minor later crashed the car in an accident. He disaffirmed the contract, returned the damaged car, and demanded his down payment back. Does the seller have a right to obtain any consideration in this matter?",No the seller must return the down payment because the minor has declared his disaffirmance of the contract.,The seller cannot keep the down payment and cannot obtain any other benefit from the transaction.,The seller can sue the minor for misrepresentation and fraud in not revealing his age prior to buying the car.,The seller can obtain only the reasonable value of the use of the car in a restitution action.,D,Law,A,A,0,0
"A creditor loaned his friend $15,000 to help pay for the friend's daughter's college tuition. Six months later, the friend lost his job and was unable to repay the loan to the creditor. After learning of his friend's situation, the creditor sent his friend the following letter on June 1:""I promise to discharge the $15,000 debt which you owe me upon delivery of your autographed baseball bat if you promise to deliver the bat to me by August 1 . ""After receiving this letter, the friend telephoned the creditor and accepted the offer. The friend's verbal acceptance of the creditor's offer most likely effectuated",a bilateral executory accord.,an accord and satisfaction.,a substituted compromise agreement.,a novation.,A,Law,B,A,0,1
"At a defendant's trial for drug dealing, a prosecution witness testified that he had heard the defendant telling a group of people to come to the defendant's house because he had ""a great crop of apples for sale."" The prosecutor then called and qualified a drug enforcement agent as an expert in how drug dealing is conducted. The prosecutor now seeks to have the expert testify that in her opinion, based on years of experience with drug dealers, the defendant's statement about the apples was code for his having drugs for sale. Should the expert's opinion be admitted?","No, because an expert must base his or her opinion on scientific or technical data, not merely on experience.","No, because the opinion is based on the criminal actions of others engaged in drug dealing, and thus is substantially more unfairly prejudicial than probative.","Yes, because the opinion is based on her specialized knowledge, and it will assist the trier of fact in understanding the evidence and determining facts in issue in the case.","Yes, provided that the expert first testifies about the specific information upon which she based her view that the defendant was using ""apples"" as a code word to refer to drugs.",C,Law,C,C,1,1
"A gambler learned that a friend of his was planning a vacation to visit some casinos. The gambler, who was an avid college football fan, approached his friend. The gambler explained that he wanted to place a bet with a sports-betting agency that his beloved team would win the college football championship the next year. The gambler further explained that he had read that the odds of his team winning the football championship next year were listed as 100-1, and he wanted to place a $1,000 bet on his team. The gambler told his friend that he would pay him for his efforts. After further discussion, the gambler wrote up the following agreement:""I hereby promise to pay my friend $100 if he will place a $1,000 bet for me that my favorite team will win the college football championship next year. The bet is to be placed at my lucky casino sports book. I further promise to pay my friend an additional $100 within 30 days after the bet is placed. ""Since the gambler knew his wife would be angry if she found out about the bet, the gambler included a clause that the friend promised not to tell anyone about the bet. After both the gambler and his friend signed the agreement, the gambler gave him $1,100, representing $1,000 to place the bet and $100 as the initial payment for the friend's efforts. The friend then went on vacation. Shortly after arrival, the friend attempted to place the bet for the gambler. However, the friend discovered that the gambler's lucky casino had recently closed its sports book. The friend then entered another casino next door and discovered that they had a sports book, also offering 100-1 odds on the gambler's favorite team winning the college football championship the next year. The friend placed the bet with the other casino's sports book. After returning from his vacation, the friend gave the betting slip to the gambler. Nothing more was said until 30 days later, when the friend asked the gambler when he was going to receive the final $100. The gambler then refused to pay anything more to the friend. In a breach of contract action by the friend to collect the $100, which of the following, if true, is the gambler's best defense?","The contract was void ab initio, because the contract could not be performed in its entirety within the span of one year.","The friend's placing the $1,000 bet at the other casino instead of at the gambler's lucky casino constituted a material breach of contract, thereby relieving the gambler of any further contractual obligations under the terms of their agreement.","While on vacation, the friend told his girlfriend about the $1,000 that he bet on the gambler's behalf.","Since the gambler's lucky casino no longer had a sports book at which to place the bet, all contractual obligations would be suspended under the doctrine of frustration of purpose.",C,Law,B,B,0,0
"An owner-retailer in a small shopping center entered into a sale-leaseback arrangement with an investor. The retailer stayed in possession and became the lessee for the next 25 years with monthly payments and various obligations regarding maintaining the property. The retailer had to pay most of the expenses on the property, and had options for further extensions but not to purchase the property back. Within a few years, lessee's business grew and he wanted to tear down one of the buildings and attach a new building to his store. The investor refused to consent. Lessee filed suit asking for an order compelling compliance. Will the court likely order the investor to comply with the lessor's demands?","No, it will preclude the lessee from making such drastic changes without the investor's consent.","Yes, the lessee will be able to make the improvements without the investor's consent but the improvements will belong to the investor.","No, because in every sale-leaseback agreement, there is a clause guaranteeing that the lessee cannot make improvements without the written consent of the investor.","Yes, because the lessee's equity interest surpasses the investor's interest, giving the lessee the right to make improvements.",A,Law,A,A,1,1
"A homeowner and a contractor entered into a contract under which the homeowner agreed to pay the contractor $50,000 for remodeling the homeowner's basement according to a set of plans. After the work was completed, the homeowner honestly believed that there were defects in the contractor's work as well as departures from the plans. In fact, the contractor had fully performed. The homeowner offered to pay the contractor $35,000 in full settlement in exchange for the contractor's promise to surrender his entire claim. The contractor accepted the homeowner's offer, and the homeowner paid the contractor $35,000. The reasonable value of the work was $35,000. Is the contractor likely to succeed in an action challenging the validity of the settlement agreement?","No, because the homeowner honestly disputed the amount he owed the contractor.","No, because the reasonable value of the work was only $35,000.","Yes, because the contractor reasonably relied on the homeowner's contractual promise to pay the full $50,000, and that promise should be enforced to avoid injustice.","Yes, because the homeowner's payment of $35,000 cannot furnish consideration for the contractor's relinquishment of a claim for $50,000.",A,Law,D,A,0,1
"A man outraged by the recent church decision to clear a famous philosopher of charges of heresy, decided to present a lecture, open to the public, disproving the philosopher's theories. A state statute provides that: ""state universities can permit the use of their lecture halls to the public for worthwhile programs of public benefit, upon approval of the school board. ""The appropriate school board refused to make a university lecture hall available to the man on the grounds that the proposed lecture was not of worthwhile benefit to the public. As a result, the man brought suit in a state court against the school board and requested injunctive relief requiring the board to allow him the use of the lecture hall. The trial court denied relief and dismissed the suit. The judgment was affirmed by the state appellate court, and is now before the U. S. Supreme Court. In analyzing the state statute, which of the following statements is least accurate?","The statute is unconstitutionally overbroad, because it may result in the exclusion of protected speech as well as unprotected speech.","The statute, as applied to the man, does not violate his First Amendment rights because his proposed speech is not political and, therefore, not among the classes of speech that are protected.","Indirect speech, regulations are only permissible if necessary to serve compelling state interests.","The statute is a prior restraint on speech, which unconstitutionally vests unfettered discretion in the school board to decide who may use university lecture halls.",B,Law,B,B,1,1
"A man and a woman were competing in an illegal drag race. Both of them were driving over the speed limit but were otherwise driving very carefully. However, when a tire on the woman's car suddenly blew out, she lost control of her car and crashed, injuring a pedestrian. The pedestrian later sued the man, because the woman had no insurance or assets. Will the pedestrian be likely to prevail in that action?","No, because the man did not cause the injury.","No, because the man was driving very carefully.","Yes, because the man and the woman were acting in concert in a dangerous activity.","Yes, because the man was exceeding the speed limit. ",C,Law,C,A,1,0
Which is the least accurate description of legal positivism?,It regards morals and law as inseparable.,It perceives law as commands.,It regards a legal order as a closed logical system.,It espouses the view that there is no necessary connection between morality and law.,A,Law,A,A,1,1
What is the meaning of collective security?,The right to self-defence by more than one nation acting in concert,The right of one's allies to defend the victim State,The authorisation of armed force by the UN Security Council,The authorisation of peacekeeping missions by the UN General Assembly,C,Law,A,A,0,0
"This jurisdiction has the following criminal statute in effect:""A person is not responsible for criminal conduct if at the time of such conduct, as a result of mental disease or defect, he lacks substantial capacity to appreciate the wrongfulness of his conduct, or to conform his conduct to the requirements of law. ""One afternoon, a defendant was babysitting his five-year-old nephew. As they were playing catch outside, the defendant threw the ball over his nephew's head, and it rolled into the street. Instinctively, the nephew ran after the ball but tripped over the gutter and fell in the street. When he tripped, the nephew severely sprained his ankle and couldn't stand up. Moments later, a large garbage truck was backing up and ran over the nephew, killing him. Although the defendant saw his nephew's predicament, he made no effort to rescue him. Subsequently, the defendant was charged with involuntary manslaughter. At trial, the defendant testified that he was so shocked when he saw his nephew fall near the garbage truck that he froze and was unable to move until it was too late. Following the defendant's testimony, an expert witness testified for the defense that reactions of the sort described by the defendant are not unusual when a truly shocking event occurs. If the jury believes the testimony of the defendant and his expert witness, the defendant's best defense is which of the following?",The defendant was suffering from temporary insanity.,The defendant lacked the requisite mental state required for the commission of the crime.,The defendant's failure to act was not voluntary.,The defendant's criminal liability was superseded by that of the truck driver.,C,Law,A,B,0,0
"A mail carrier was on a homeowner's premises delivering the mail when he was bitten by a large dog owned by the next door neighbor. Although the owner used due care in keeping the animal in a securely fenced area, he knew of one prior incident where the animal got loose and bit someone. Is the dog's owner liable for the injuries to the mailman?","No, he is not liable because he used due care and was not negligent under the circumstances.","No, he is not liable because the man was on someone else's property at the time of the incident.","Yes, he is liable because a dog owner is always liable for any injuries caused to a third person.","Yes, he is liable because an owner who knows of the dog's dangerous propensities is strictly liable for ensuing damages.",D,Law,D,D,1,1
"The buyer asked a manufacturer to make him 100,000 widgets for $1,000,000. The buyer intended to retail them by mail order sales. The widgets had to have the buyer's logo imprinted on them. The manufacturer ordered the raw material and made a new widget mold that contained buyer's logo. The buyer wanted quick delivery of at least 10,000 right away. The manufacturer rushed the order and sent 10,000 conforming widgets two days later. The buyer paid for the widgets but rejected delivery on the remaining 90,000 widgets. The manufacturer filed suit and claimed damages for breach of contract. Defendant buyer filed a motion to dismiss the complaint on the basis that the statute of frauds was violated in that it was a contract for over $500 that was unenforceable under state law. Will the court likely grant the motion to dismiss?","Yes, the statute of frauds must be enforced when it involves goods over $500.","Yes, the manufacturer did not protect its interests by agreeing to an oral contract and it must pay for its bad business practices.","No, because there is an exception for goods that are specially made for a buyer.","No, the law will enforce the ""benefit of the bargain"" rule.",C,Law,C,C,1,1
"A student was a practical joker who liked to perform zany antics. Late at night after studying, he would often walk around the campus dressed only in a raincoat and boxers. As he approached young women, he would flash them by opening his raincoat and exposing himself in his shorts. The student believed that he was committing a crime by flashing himself in front of the co-eds. In this jurisdiction, it is a felony to flash or expose oneself in the nude, so, unknown to the student, what he was doing was not a crime. One night, the student broke into a sorority house intending to flash the sorority sisters. Clad only in his raincoat and shorts, he entered the bedroom of one of the sisters who was lying in her bed studying for an exam. The sister, who knew the student, said, ""What are you doing here? Shouldn't you be studying for finals?"" The student then took off his raincoat and responded, ""Study this, baby!"" He then began to run through the sorority house in his shorts. Shortly thereafter, the police arrived and placed the student under arrest. If the student is prosecuted, he should be found guilty of which, if any, of the following crimes?",Burglary only.,Attempted violation of the statute.,Both burglary and attempted violation of the statute.,Neither burglary nor attempted violation of the statute.,D,Law,B,A,0,0
"An incumbent was running for re-election as the mayor of a city. During one of his opponent's campaign speeches, he stated that the mayor had once propositioned a prostitute. A television correspondent who was covering the election was present when the opponent made the statement. She recorded the opponent's remark about the mayor in her notebook. In a stunning upset, the opponent defeated the mayor in the election. Many of the pollsters attributed the mayor's loss to the question of his moral character following the opponent's smear campaign depicting the mayor as a client of prostitutes. Following the election, the mayor sued the opponent for defamation, basing his suit on the opponent's statement that the mayor had ""once propositioned a prostitute. "" At trial, the mayor calls the television correspondent to testify concerning her recollection of what the opponent said during the campaign speech attended by the television correspondent. The television correspondent's testimony is","admissible, because the television correspondent recorded the opponent's statement in her business capacity.","admissible, because the television correspondent had firsthand knowledge of the opponent's statement.","inadmissible, because the notebook entry is the best evidence.","inadmissible, because it is hearsay not within any recognized exception.",B,Law,B,B,1,1
"The state registrar of elections refused to put a candidate's name on the ballot because the registrar believed that the candidate was not a resident of the state. The registrar contended that Article I, Section 2 of the U. S. Constitution specifically required a candidate for the House of Representatives ""be an Inhabitant of that State in which he shall be chosen. "" As a consequence, the candidate filed suit in state court against the registrar of elections seeking to have her name placed on the ballot. The state court ruled in her favor and determined that the candidate did, in fact, qualify as a resident of the state. The registrar appealed the decision to the state supreme court which, in turn, affirmed the lower court ruling. Thereafter, the candidate's name was placed on the ballot. After a hotly contested election, the candidate narrowly defeated the incumbent. However, at the time that the candidate was to be seated as a House member, the House of Representatives held hearings on her qualifications and eligibility. By a two-thirds vote, the House determined that the candidate was not a resident of the state at the time of her election and refused to seat her. The candidate then brought suit in federal district court against the Speaker and other officers of the House, seeking back pay and an order that she be seated in the House of Representatives. The defendants demurred, claiming lack of subject matter jurisdiction. Which of the following is the strongest constitutional argument supporting the defendants' demurrer?",There is no case or controversy between the candidate and the officers of the House of Representatives.,The case presents a nonjusticiable political question.,The suit should have been brought as an original action in the U. S. Supreme Court.,"Under Article III of the Constitution, the federal courts are not empowered to render advisory opinions.",B,Law,B,B,1,1
Austin has been described as a 'naive empiricist.' Why?,Because he neglects the importance of morality.,Because his account of law is based on an anachronistic model of a legal system.,Because he conceives of laws in a pragmatic rather than a conceptual manner.,Because he overlooks the role of law in economic relations.,C,Law,B,B,0,0
"Pursuant to a newly enacted statute, Congress created a nine-member agency empowered to promulgate rules governing air quality standards for the nation. In accordance with the statute, the President was authorized to appoint a majority of six members to the agency, and the other three positions were to be filled by the Senate. The nine members were duly appointed to the agency, and all appointees were subsequently approved in confirmation hearings. Thereafter, the agency issued the following regulations:(a) Requiring each motor vehicle operating in the United States to be equipped with a specified air/fuel control device;(b) Requiring each gas or oil furnace located in the United States to be fitted with a specified device to reduce emissions;(c) Requiring each State to establish and maintain a program under which each vehicle and each furnace shall be tested annually for compliance with federal emissions standards. Which of the following arguments would provide the strongest constitutional grounds against the authority of the statute?",The President does not have the constitutional power to appoint a majority of members to an administrative agency.,Congress does not have the executive authority to appoint members to an administrative agency.,An administrative agency does not have the constitutional authority to promulgate regulations that unduly burden interstate commerce.,An administrative agency does not have the constitutional authority to require states to supervise federal regulatory guidelines such as those enumerated in Subsection (c).,B,Law,A,A,0,0
"A builder sold a new house to a buyer for use as the buyer's residence. The buyer paid 10% of the purchase price and financed the rest by executing a promissory note and purchase money mortgage to the builder. A year later, the buyer missed several mortgage payments to the builder and became unable to make payments to the builder and became unable to make payments. During that year, property values in the neighborhood declined substantially. The builder suggested that the buyer deed the house back to the builder to settle all claims and avoid the costs and other disadvantages of foreclosure. The buyer deeded the house back to the builder. Does the builder now own fee simple title to the house?","No, because the deed back to the builder constitutes a disguised mortgage.","No, because the owner of a personal residence cannot waive the right to foreclosure.","Yes, because of the doctrine of equitable redemption.","Yes, because the transaction was reasonable and fair under the circumstances.",D,Law,C,D,0,1
"A homeowner said to a roofer, ""My roof leaks. I think the old tiles are cracked. If you will replace them with all new tiles, I will pay you $5,000. "" The roofer replied, ""Sure, if I can clear my busy schedule. "" The homeowner then remarked, ""That's all right, but let me know soon. "" Three days later, the roofer drove his pickup truck to the homeowner's home and unloaded the materials and equipment needed to perform the roofing job. When the homeowner looked out his window and saw what was transpiring, he immediately ran outside and exclaimed, ""Stop! The deal's off. I decided to repair the roof myself. ""In an action by the roofer against the homeowner for breach of contract, which of the following would provide the roofer with his best theory of recovery?",A bilateral contract was formed when the roofer purchased the materials and equipment needed to do the job.,"A bilateral contract was formed when the roofer said, ""Sure, if I can clear my busy schedule. ""","The homeowner made an offer that proposed a unilateral contract, and the offer became irrevocable when the roofer purchased the materials and equipment needed for the job.","The homeowner made an offer that proposed a unilateral contract, and the roofer manifested an intent to accept the offer when he began performance by unloading the materials and equipment at the homeowner's house.",D,Law,D,D,1,1
"A defendant was angry at his friend for marrying the defendant's former girlfriend. As the friend was painting his house one afternoon, the defendant fired a shot from his gun at him. Although the shot missed the friend, the bullet struck and killed the friend's daughter. The defendant is subsequently charged with the first-degree murder of the daughter. The relevant statutes in effect in this jurisdiction are as follows:Section 169: Murder in the first degree is the unlawful and intentional killing of a human being with malice aforethought. Section 170: Malice is expressed when there is manifested a deliberate intention to take away the life of another. Which of the following, if established, would provide the defendant with his best defense?",He intended to kill the friend and not the daughter.,He intended only to wound the friend.,He was unaware of the elements of malice.,The killing was the result of negligence in missing the friend.,B,Law,A,B,0,1
"Defendant was arrested on February 1 and released one month later on March 1 after being charged with a felony. On December 1 of the same year as his arrest, he filed a motion to discharge since no trial or other action had occurred to that point. The court held a hearing 3 days after the motion was filed. Defendant should be",discharged because more than 175 days passed between arrest and the filing of the motion to discharge.,discharged because more than 175 days passed between his release from jail and the filing of the motion to discharge.,brought to trial within 90 days of the filing of the motion to discharge.,brought to trial within 10 days of the hearing on the motion to discharge.,D,Law,C,A,0,0
"A witness lived next door to a victim. Late one night, the witness overheard the victim scream, ""The defendant, please don't do it!"" The next day the victim was found dead in her bedroom. The defendant was arrested and charged with murdering the victim. At trial, the witness proposes to testify to the victim's statement. Upon objection by defendant's counsel, the court should rule the witness's testimony regarding the victim's statement",admissible as a dying declaration if the jury determines that the victim believed that her death was imminent.,"admissible as a dying declaration if the judge, by preponderance of the evidence, determines that the victim believed that her death was imminent.","inadmissible, because the probative value is substantially outweighed by the danger of unfair prejudice.",inadmissible as hearsay not within any recognized exception.,B,Law,A,A,0,0
"A defendant worked as a short-order cook at a restaurant. After work, the defendant went out drinking with one of the other cooks, and they were commiserating about their lack of money. They decided that the only way out of their rut was to rob a local bank. They then agreed to carry out a bank heist on the following Friday. In accordance with their plan, the cook on Monday purchased two ski masks to be used in the robbery. On Wednesday, after learning that the cook had bought the masks, the defendant got cold feet and told the cook he was renouncing his involvement in the robbery scheme. On Friday, the cook carried out the robbery without the defendant's participation. This jurisdiction requires an overt act for the crime of conspiracy. Is the defendant guilty of conspiracy?","Yes, because the cook and the defendant did enter into an agreement to commit the bank robbery.","Yes, because the purchase of the ski masks was a sufficient overt act in the furtherance of the crime.","Yes, because the defendant did not thwart the cook from committing the robbery.","No, because the defendant's withdrawal was effective.",B,Law,D,A,0,0
"A state has enacted a criminal statute prohibiting the mailing of obscene materials to any person. The owner of a publication company was prosecuted and convicted of violating the state obscenity law by mailing adults sexual literature that appealed to their prurient interests. During the owner's trial, the judge instructed the jury that determining if the mailed materials were obscene depended in part on whether they were offensive to the average or normal person under contemporary community standards, and that the community standards test must be considered in light of the fact that many children reside in the community. Furthermore, the judge instructed the jury that in determining whether the materials were obscene, it could also consider evidence of pandering, or whether the materials were marketed purposely to appeal to the recipients' prurient interest in sex. The owner appealed her conviction, alleging a denial of her First Amendment rights. Which of the following is the strongest argument why the appellate court should reverse the owner's conviction?",The method by which materials are marketed or advertised is not probative of whether they are obscene.,It is an unconstitutional invasion of privacy for the government to interfere with the content of closed mailings intended for the private use by consenting adults.,"Under the First Amendment, the community's standards for children may not be applied in determining what constitutes obscenity for adults.","Obscenity is to be determined by applying national standards, not contemporary community standards.",C,Law,A,A,0,0
What kind of rights do coastal States enjoy over their continental shelf?,The coastal State enjoy ipso facto and ab initio sovereign rights over its continental shelf for the purpose of exploring it and exploiting its natural resources,The coastal State may exercise sovereign rights over its continental shelf only upon its declaration,The coastal State exercise sovereign rights over its continental shelf for the purpose of exploiting its fishing resources,The coastal State may exercise only limited rights over its continental shelf and only upon the consent of its neighbouring States,A,Law,A,A,1,1
"A father lived with his son, who was an alcoholic. When drunk, the son often became violent and physically abused his father. As a result, the father always lived in fear. One night, the father heard his son on the front stoop making loud obscene remarks. The father was certain that his son was drunk and was terrified that he would be physically beaten again. In his fear, he bolted the front door and took out a revolver. When the son discovered that the door was bolted, he kicked it down. As the son burst through the front door, his father shot him four times in the chest, killing him. In fact, the son was not under the influence of alcohol or any drug and did not intend to harm his father. At trial, the father presented the above facts and asked the judge to instruct the jury on self-defense. How should the judge instruct the jury with respect to self-defense?","Give the self-defense instruction, because it expresses the defenseÕs theory of the case.","Give the self-defense instruction, because the evi-dence is sufficient to raise the defense.","Deny the self-defense instruction, because the father was not in imminent danger from his son.","Deny the self-defense instruction, because the father used excessive force.",B,Law,C,B,0,1
"A man brought a federal diversity action against his insurance company, alleging that the company had breached its duty under his insurance policy by refusing to pay for his medical expenses resulting from a mountain-biking accident. At the jury trial, the man presented evidence that he had paid all premiums on the insurance policy and that the policy cov-ered personal-injury-related medical expenses arising from accidents. After he rested his case, the company presented evidence that a provision of the policy excluded payment for injury-related expenses resulting from an insured's Òunduly riskyÓ behavior. The company also presented a witness who testified that the accident had occurred in an area where posted signs warned bikers not to enter. The man did not cross-examine the witness. After resting its case, the company moved for judgment as a matter of law. Should the court grant the motion?","No, because a motion for judgment as a matter of law must first be made at the close of the plaintiff's case-in-chief.","No, because whether the man's behavior was unduly risky is a question of fact for the jury to resolve.","Yes, because the company's uncontradicted evidence of the man's unduly risky behavior means that no reason-able jury could find that the policy covers his injuries.","Yes, because the man waived his right to rebut the company's evidence by not addressing the Òunduly riskyÓ policy provision in his case-in-chief.",B,Law,C,B,0,1
What is the fundamental premise of monist theory?,Monism posits that international law is superior to domestic laws,Monism posits that international and domestic law are part of the same legal order,Monism posits that domestic laws are superior to international law,Monism posits that domestic and international law never clash,B,Law,B,B,1,1
"A city was growing rapidly and becoming a major tourist area because of its warm climate and proximity to the ocean. A businessman, anticipating a continued financial boom, purchased an expensive corner lot, which he planned to convert into an exclusive resort hotel. The businessman hired a builder to perform the construction work according to architectural guidelines provided by the businessman. It was anticipated that construction would take approximately six months. During this time, the builder dug a large hole and worked with heavy equipment inside the excavation site, leveling the terrain and building the foundation. The builder also erected a large wall along the sidewalk, which encircled the entire corner. The wall, which was negligently constructed, was made of thinly cut wood nailed together in sections and affixed just under the base of the sidewalk next to the excavation. Early one morning, a pedestrian was walking past the construction site on his way to work. As he was rounding the corner, the pedestrian saw a jogger approaching. When they drew even, the jogger accidentally brushed against the pedestrian with the swing of her arms. The pedesthan fell into the wall, which gave way, and he fell into the hole below. The pedestrian suffered serious injuries from the fall. If the pedestrian sues the businessman for the personal injuries he suffered in his fall, the most likely result is that the pedestrian will","recover, because the businessman is liable for permitting a dangerous condition to exist along an area of public use.","recover, under the doctrine of respondeat superior.","not recover, because the builder was an independent contractor.","not recover, because the jogger caused the pedestrian to fall into the wall.",A,Law,A,A,1,1
In which of the following situations does the best evidence rule generally not apply?,Collateral matters,Public records,When it's not offered to prove the contents of the document,All of the above.,D,Law,C,A,0,0
"The President and sole stockholder of a small business negotiated to sell the business to an individual investor. The parties met and signed a ""Letter Agreement"", which set forth the price, down payment amount, financing terms, the assets to be included, and a host of other pertinent details. The final closing date was not stated, but the purchasers left a down payment of $20,000 with the seller. The letter stated that the terms comprised their essential agreement, but that a formal document would be drafted by the parties' attorneys. Before that happened, the seller returned the check and refused to perform. The investor brought an equity action for specific performance to compel the sale. The equity court ruled that there was a complete and binding contract that must be specifically performed. Will the appellate court likely affirm the lower court's decision?","No, because closing date was left out and the attorneys were supposed to compose the final contract with all of the remaining details put in.","No, because this type of letter is basically a ""gentlemen's agreement"" that is not intended to be legally binding.","Yes, because a letter of intent is legally binding if it sets forth the price, describes the business and is signed by both parties.","Yes, because where the letter contains all of the essential terms required for a contract, it will be enforced as a contract.",D,Law,D,D,1,1
"A train pulled into a busy station. Some passengers got off the train, and others got on. A few moments later, a train conductor shouted, ""All aboard!"" to indicate that the train was about to depart the station. At that moment, a man, carrying a large cardboard box, came running through the station toward the train ""Wait for me!"" he shouted as he ran toward the train. The man with the box reached the edge of the platform, next to the train, just as the train started to move. The man hesitated, unsure of whether he should give up or go ahead and jump onto the train even though it was moving. A railroad worker, who happened to be standing next to the train, decided to be helpful. He said, ""You can make it,"" and gave the man a shove toward the open door of the train. The man stumbled and dropped the box that he was carrying. Instantly, the box made a loud screeching noise. The box contained powerful fireworks, and the impact of the box hitting the ground had caused a large rocket to ignite. The rocket flew out of the box and shot across the train station, glancing off the ceiling and finally crashing into a wall of a small coffee shop on the far side of the train station, about 150 feet from the train. The rocket's collision caused a shelf on the wall to fall. A large container of coffee that was on the shelf fell and hit a customer who was sitting in the shop and enjoying a cup of coffee. The coffee shop customer suffered an injury to her shoulder as a result of being hit by the container of coffee. If the coffee shop customer asserts a negligence claim against the railroad, which of the following elements of her claim will the plaintiff be unable to satisfy?",Duty.,Breach.,Cause-in-fact.,Proximate or legal causation.,D,Law,D,D,1,1
"A man with a long history of criminal violence who is a psychopathic personality, often enjoys the act of mercilessly brutalizing innocent elderly people by physical torture that is heinous and shocking. He decides to torture the victim's father for no good reason. After the beating, the father is hospitalized and in intensive care. The victim was not present but read about it in the newspaper and heard about it from the authorities. Victim suffered extreme emotional distress and required medical treatment. Can victim bring a successful action against perpetrator for intentional infliction of emotional distress? (IIED)","No, because victim was not present at the time that the outrageous behavior occurred.","Yes, because the activity was outrageous and shocking.","No, because perpetrator did not know that the father had immediate family members.","Yes, because in torture cases there is strict liability imposed on the perpetrator.",A,Law,B,B,0,0
"A woman was employed as a state trooper. Although the state provides both sexes with equal pay and benefits, the state has adopted a policy that prohibits the assignment of female officers to its special undercover narcotics division. This is a moderate risk position that sometimes involves violent encounters with drug dealers. Since the special narcotics division was first established, five undercover agents have been killed in the line of duty. It is because of the state's concern with the safety and well-being of its female officers that it has adopted such a policy. The woman, who desired to be a member of the narcotics division, filed an application for assignment as a special drug agent. After she was rejected for the position, the woman sued the state in federal court to enjoin enforcement of its stated policy on the grounds that it is unconstitutional. As a matter of constitutional law, which of the following results in this suit is most appropriate?","Judgment for the woman, because the facts asserted do not demonstrate that the particular classification contained in this policy is substantially related to the advancement of an important state interest.","Judgment for the woman, because the terms and conditions of state government employment are privileges or immunities of state citizenship that may not be abridged by the state on the basis of gender.","Judgment for the state, because it is within a state's police power to insulate the terms and conditions of governmental employment.","Judgment for the state, because the state has articulated a rational basis for this classification and, therefore, a court may not substitute its judgment for that of responsible state officials.",A,Law,A,A,1,1
